Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority,financial_risk,ml_risk,statistical_risk,quality_risk,risk_factors,risk_factors_text,risk_score,final_risk_level,investigation_priority,recommended_action,alert_status,alert_message,risk_rank
168,Telangana,EATALA RAJENDER,MALKAJGIRI,327477390.86,Telangana,EATALA RAJENDER,MALKAJGIRI,327477390.86,False,False,False,False,False,True,85.0,True,MP_RECORD,True,327477390.86,True,19.60692957816818,100.0,0.0,0,0.0,96.74094049172726,True,0.0,100,58.53,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,100,96.74094049172726,0.0,50.0,"['Allocation is in the top 1% of observed records', 'Isolation Forest detected a strong unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review,66.28,HIGH,HIGH,Detailed verification of allocation and related project documentation,INVESTIGATION_ALERT,HIGH RISK | Score 66.28/100 | MP: EATALA RAJENDER | Constituency: MALKAJGIRI | Factors: Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review | Recommended action: Detailed verification of allocation and related project documentation,1.0
51,Telangana,Arvind Dharmapuri,NIZAMABAD,281396355.11,Telangana,Arvind Dharmapuri,NIZAMABAD,281396355.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,281396355.11,True,19.4552747534136,99.81549815498155,0.0,0,0.0,89.22957528363119,True,0.0,100,55.15,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,100,89.22957528363119,0.0,50.0,"['Allocation is in the top 1% of observed records', 'Isolation Forest detected a strong unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review,63.46,HIGH,HIGH,Detailed verification of allocation and related project documentation,INVESTIGATION_ALERT,HIGH RISK | Score 63.46/100 | MP: Arvind Dharmapuri | Constituency: NIZAMABAD | Factors: Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review | Recommended action: Detailed verification of allocation and related project documentation,2.0
57,West Bengal,Asit Kumar Mal,BOLPUR(SC),275694456.74,West Bengal,Asit Kumar Mal,BOLPUR(SC),275694456.74,False,False,False,False,False,True,85.0,True,MP_RECORD,True,275694456.74,True,19.434803773289246,99.63099630996312,0.0,0,0.0,85.49008260800343,True,0.0,100,53.47,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,100,85.49008260800343,0.0,50.0,"['Allocation is in the top 1% of observed records', 'Isolation Forest detected a strong unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review,62.06,HIGH,HIGH,Detailed verification of allocation and related project documentation,INVESTIGATION_ALERT,HIGH RISK | Score 62.06/100 | MP: Asit Kumar Mal | Constituency: BOLPUR(SC) | Factors: Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review | Recommended action: Detailed verification of allocation and related project documentation,3.0
413,Odisha,Saptagiri Sankar Ulaka,KORAPUT(ST),269500000,Odisha,Saptagiri Sankar Ulaka,KORAPUT(ST),269500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,269500000.0,True,19.4120789520239,99.2619926199262,0.0,0,0.0,80.78736796646953,True,0.0,100,51.35,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,100,80.78736796646953,0.0,50.0,"['Allocation is in the top 1% of observed records', 'Isolation Forest detected a strong unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review,60.29,HIGH,HIGH,Detailed verification of allocation and related project documentation,INVESTIGATION_ALERT,HIGH RISK | Score 60.29/100 | MP: Saptagiri Sankar Ulaka | Constituency: KORAPUT(ST) | Factors: Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review | Recommended action: Detailed verification of allocation and related project documentation,4.0
381,Karnataka,Ramesh Chandappa Jigajinagi,BIJAPUR(SC),269500000,Karnataka,Ramesh Chandappa Jigajinagi,BIJAPUR(SC),269500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,269500000.0,True,19.4120789520239,99.2619926199262,0.0,0,0.0,80.78736796646953,True,0.0,100,51.35,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,100,80.78736796646953,0.0,50.0,"['Allocation is in the top 1% of observed records', 'Isolation Forest detected a strong unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review,60.29,HIGH,HIGH,Detailed verification of allocation and related project documentation,INVESTIGATION_ALERT,HIGH RISK | Score 60.29/100 | MP: Ramesh Chandappa Jigajinagi | Constituency: BIJAPUR(SC) | Factors: Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review | Recommended action: Detailed verification of allocation and related project documentation,5.0
224,The Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,DADRA & NAGAR HAVELI (ST),269500000,The Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,DADRA & NAGAR HAVELI (ST),269500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,269500000.0,True,19.4120789520239,99.2619926199262,0.0,0,0.0,80.78736796646953,True,0.0,100,51.35,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,100,80.78736796646953,0.0,50.0,"['Allocation is in the top 1% of observed records', 'Isolation Forest detected a strong unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review,60.29,HIGH,HIGH,Detailed verification of allocation and related project documentation,INVESTIGATION_ALERT,HIGH RISK | Score 60.29/100 | MP: Kalaben Mohanbhai Delkar | Constituency: DADRA & NAGAR HAVELI (ST) | Factors: Allocation is in the top 1% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review | Recommended action: Detailed verification of allocation and related project documentation,6.0
525,Haryana,VARUN CHAUDHRY,AMBALA (SC),255454264,Haryana,VARUN CHAUDHRY,AMBALA (SC),255454264.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,255454264.0,True,19.358553949628323,98.70848708487084,0.0,0,0.0,82.16179937490942,True,0.0,75,48.22,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,82.16179937490942,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Isolation Forest detected a strong unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review,53.93,MEDIUM,WATCHLIST,Review allocation and compare with similar MPs/constituencies,WATCHLIST_ALERT,MEDIUM RISK | Score 53.93/100 | MP: VARUN CHAUDHRY | Constituency: AMBALA (SC) | Factors: Allocation is in the top 5% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review | Recommended action: Review allocation and compare with similar MPs/constituencies,7.0
157,Madhya Pradesh,DR. RAJESH MISHRA,SIDHI,262724510.35,Madhya Pradesh,DR. RAJESH MISHRA,SIDHI,262724510.35,False,False,False,False,False,True,85.0,True,MP_RECORD,True,262724510.35,True,19.38661655578462,98.8929889298893,0.0,0,0.0,81.98167560318726,True,0.0,75,48.14,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,81.98167560318726,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Isolation Forest detected a strong unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review,53.87,MEDIUM,WATCHLIST,Review allocation and compare with similar MPs/constituencies,WATCHLIST_ALERT,MEDIUM RISK | Score 53.87/100 | MP: DR. RAJESH MISHRA | Constituency: SIDHI | Factors: Allocation is in the top 5% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review | Recommended action: Review allocation and compare with similar MPs/constituencies,8.0
324,The Dadra And Nagar Haveli And Daman And Diu,PATEL UMESHBHAI BABUBHAI,DAMAN and DIU,245063957,The Dadra And Nagar Haveli And Daman And Diu,PATEL UMESHBHAI BABUBHAI,DAMAN and DIU,245063957.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,245063957.0,True,19.31702978750181,98.5239852398524,0.0,0,0.0,81.49648014311582,True,0.0,75,47.92,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,81.49648014311582,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Isolation Forest detected a strong unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review,53.68,MEDIUM,WATCHLIST,Review allocation and compare with similar MPs/constituencies,WATCHLIST_ALERT,MEDIUM RISK | Score 53.68/100 | MP: PATEL UMESHBHAI BABUBHAI | Constituency: DAMAN and DIU | Factors: Allocation is in the top 5% of observed records | Isolation Forest detected a strong unusual pattern | Data-quality validation requires review | Recommended action: Review allocation and compare with similar MPs/constituencies,9.0
249,Telangana,KONDA VISHWESHWAR REDDY,CHELVELLA,233721420.96,Telangana,KONDA VISHWESHWAR REDDY,CHELVELLA,233721420.96,False,False,False,False,False,True,85.0,True,MP_RECORD,True,233721420.96,True,19.269640459664178,98.33948339483396,0.0,0,0.0,79.57439162071833,True,0.0,75,47.06,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,79.57439162071833,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Machine-learning model detected an unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review,52.97,MEDIUM,WATCHLIST,Review allocation and compare with similar MPs/constituencies,WATCHLIST_ALERT,MEDIUM RISK | Score 52.97/100 | MP: KONDA VISHWESHWAR REDDY | Constituency: CHELVELLA | Factors: Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review | Recommended action: Review allocation and compare with similar MPs/constituencies,10.0
286,Delhi,Manoj Tiwari,NORTH EAST DELHI,225843858,Delhi,Manoj Tiwari,NORTH EAST DELHI,225843858.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,225843858.0,True,19.235354429081976,98.1549815498155,0.0,0,0.0,77.1253305854647,True,0.0,75,45.96,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,77.1253305854647,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Machine-learning model detected an unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review,52.05,MEDIUM,WATCHLIST,Review allocation and compare with similar MPs/constituencies,WATCHLIST_ALERT,MEDIUM RISK | Score 52.05/100 | MP: Manoj Tiwari | Constituency: NORTH EAST DELHI | Factors: Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review | Recommended action: Review allocation and compare with similar MPs/constituencies,11.0
12,Uttar Pradesh,AFZAL ANSARI,GHAZIPUR,220500000,Uttar Pradesh,AFZAL ANSARI,GHAZIPUR,220500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,220500000.0,True,19.21140825738632,97.97047970479706,0.0,0,0.0,75.66717157616826,True,0.0,75,45.3,MEDIUM,Machine-learning model detected an unusual allocation pattern | Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,75.66717157616826,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Machine-learning model detected an unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review,51.5,MEDIUM,WATCHLIST,Review allocation and compare with similar MPs/constituencies,WATCHLIST_ALERT,MEDIUM RISK | Score 51.5/100 | MP: AFZAL ANSARI | Constituency: GHAZIPUR | Factors: Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review | Recommended action: Review allocation and compare with similar MPs/constituencies,12.0
523,Puducherry,Vaithilingam Ve,Puducherry,209368972.11,Puducherry,Vaithilingam Ve,Puducherry,209368972.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,209368972.11,True,19.15960867498304,97.7859778597786,0.0,0,0.0,67.40241120863126,True,0.0,75,41.58,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,67.40241120863126,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Machine-learning model detected an unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review,48.4,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 48.4/100 | MP: Vaithilingam Ve | Constituency: Puducherry | Factors: Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,13.0
375,Uttar Pradesh,RAM PRASAD CHAUDHARY,BASTI,204176957.11,Uttar Pradesh,RAM PRASAD CHAUDHARY,BASTI,204176957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,204176957.11,True,19.13449761751404,97.60147601476017,0.0,0,0.0,60.4708907991018,True,0.0,75,38.46,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,60.4708907991018,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Machine-learning model detected an unusual pattern', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review,45.8,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 45.8/100 | MP: RAM PRASAD CHAUDHARY | Constituency: BASTI | Factors: Allocation is in the top 5% of observed records | Machine-learning model detected an unusual pattern | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,14.0
240,West Bengal,KARTICK CHANDRA PAUL,RAIGANJ,202677986.56,West Bengal,KARTICK CHANDRA PAUL,RAIGANJ,202677986.56,False,False,False,False,False,True,85.0,True,MP_RECORD,True,202677986.56,True,19.12712900937329,97.41697416974168,0.0,0,0.0,56.61676125233682,False,0.0,75,36.73,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,56.61676125233682,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,44.36,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 44.36/100 | MP: KARTICK CHANDRA PAUL | Constituency: RAIGANJ | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,15.0
99,Andhra Pradesh,C.M.RAMESH,ANAKAPALLE,202531656.11,Andhra Pradesh,C.M.RAMESH,ANAKAPALLE,202531656.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,202531656.11,True,19.126406763699794,97.23247232472325,0.0,0,0.0,56.437859836523,False,0.0,75,36.65,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,56.437859836523,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,44.29,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 44.29/100 | MP: C.M.RAMESH | Constituency: ANAKAPALLE | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,16.0
508,Andhra Pradesh,TANGELLA UDAY SRINIVAS,KAKINADA,199417886.76,Andhra Pradesh,TANGELLA UDAY SRINIVAS,KAKINADA,199417886.76,False,False,False,False,False,True,85.0,True,MP_RECORD,True,199417886.76,True,19.11091311939227,96.49446494464944,0.0,0,0.0,55.65759672343727,False,0.0,75,36.3,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,55.65759672343727,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,44.0,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 44.0/100 | MP: TANGELLA UDAY SRINIVAS | Constituency: KAKINADA | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,17.0
445,West Bengal,Shri Deepak (Dev) Adhikari,GHATAL,200747364,West Bengal,Shri Deepak (Dev) Adhikari,GHATAL,200747364.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,200747364.0,True,19.11755778492667,96.6789667896679,0.0,0,0.0,55.44842513002043,False,0.0,75,36.2,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,55.44842513002043,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.92,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.92/100 | MP: Shri Deepak (Dev) Adhikari | Constituency: GHATAL | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,18.0
25,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,201899064.11,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,201899064.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,201899064.11,True,19.12327845281172,97.0479704797048,0.0,0,0.0,55.37049433725655,False,0.0,75,36.17,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,55.37049433725655,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.89,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.89/100 | MP: AMBICA G LAKSHMINARAYANA VALMIKI | Constituency: ANANTAPUR | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,19.0
274,Tamil Nadu,MALAIYARASAN D,KALLAKURICHI,201599593,Tamil Nadu,MALAIYARASAN D,KALLAKURICHI,201599593.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,201599593.0,True,19.12179408027057,96.86346863468634,0.0,0,0.0,55.258467821735046,False,0.0,75,36.12,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,55.258467821735046,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.85,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.85/100 | MP: MALAIYARASAN D | Constituency: KALLAKURICHI | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,20.0
294,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7,False,False,False,False,False,True,85.0,True,MP_RECORD,True,195613601.7,True,19.09165185660299,95.75645756457564,0.0,0,0.0,54.7736447207662,False,0.0,75,35.9,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,54.7736447207662,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.67,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.67/100 | MP: MOHITE PATIL DHAIRYASHEEL RAJSINH | Constituency: MADHA | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,21.0
478,Uttar Pradesh,Smt Dimple Yadav,MAINPURI,192042469.11,Uttar Pradesh,Smt Dimple Yadav,MAINPURI,192042469.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,192042469.11,True,19.07322710402086,95.38745387453874,0.0,0,0.0,54.60624457292877,False,0.0,75,35.82,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,54.60624457292877,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.6,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.6/100 | MP: Smt Dimple Yadav | Constituency: MAINPURI | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,22.0
46,Bihar,ARUN BHARTI,JAMUI(SC),194924621.11,Bihar,ARUN BHARTI,JAMUI(SC),194924621.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,194924621.11,True,19.08812348851499,95.5719557195572,0.0,0,0.0,54.51315107069068,False,0.0,75,35.78,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,54.51315107069068,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.57,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.57/100 | MP: ARUN BHARTI | Constituency: JAMUI(SC) | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,23.0
71,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),198293678,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),198293678.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,198293678.0,True,19.10525971703644,96.309963099631,0.0,0,0.0,54.45061410985802,False,0.0,75,35.75,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,54.45061410985802,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.54,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.54/100 | MP: BALWANT BASWANT WANKHADE | Constituency: AMRAVATI(SC) | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,24.0
116,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),197598306.11,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),197598306.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,197598306.11,True,19.101746775984257,96.12546125461256,0.0,0,0.0,54.2396377959072,False,0.0,75,35.66,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,54.2396377959072,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.47,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.47/100 | MP: D Ravikumar | Constituency: VILUPPURAM(SC) | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,25.0
511,Tamil Nadu,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,196905535.11,Tamil Nadu,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,196905535.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,196905535.11,True,19.098234659567577,95.9409594095941,0.0,0,0.0,54.02479295981857,False,0.0,75,35.56,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,54.02479295981857,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.38,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.38/100 | MP: Thalikkottai Rajuthevar Baalu | Constituency: SRIPERUMBUDUR | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,26.0
496,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,190712424.11,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,190712424.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,190712424.11,True,19.066277223718192,95.20295202952028,0.0,0,0.0,53.26955685717726,False,0.0,75,35.22,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,53.26955685717726,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.1,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.1/100 | MP: SUKANTA KUMAR PANIGRAHI | Constituency: KANDHAMAL | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,27.0
1,Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,190289442,Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,190289442.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,190289442.0,True,19.06405685516265,95.01845018450184,0.0,0,0.0,53.03843795803854,False,0.0,75,35.12,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM,75,53.03843795803854,0.0,50.0,"['Allocation is in the top 5% of observed records', 'Data-quality validation requires review']",Allocation is in the top 5% of observed records | Data-quality validation requires review,43.02,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 43.02/100 | MP: AASHTIKAR PATIL NAGESH BAPURAO | Constituency: HINGOLI | Factors: Allocation is in the top 5% of observed records | Data-quality validation requires review | Recommended action: Monitor and perform periodic data/document verification,28.0
474,West Bengal,SK NURUL ISLAM,BASIRHAT,49000000,West Bengal,SK NURUL ISLAM,BASIRHAT,49000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,49000000.0,True,17.707330876483063,0.1845018450184501,0.0,0,0.0,100.0,True,0.0,0,45.0,MEDIUM,Machine-learning model detected an unusual allocation pattern,False,MEDIUM,0,100.0,0.0,0.0,['Isolation Forest detected a strong unusual pattern'],Isolation Forest detected a strong unusual pattern,37.5,MEDIUM,MONITOR,Monitor and perform periodic data/document verification,MONITOR_ALERT,MEDIUM RISK | Score 37.5/100 | MP: SK NURUL ISLAM | Constituency: BASIRHAT | Factors: Isolation Forest detected a strong unusual pattern | Recommended action: Monitor and perform periodic data/document verification,29.0
