Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority,financial_risk,ml_risk,statistical_risk,quality_risk,risk_factors,risk_factors_text,risk_score,final_risk_level,investigation_priority,recommended_action,alert_status,alert_message,risk_rank
101,Goa,CAPTAIN VIRIATO FERNANDES,SOUTH GOA,147000000,Goa,CAPTAIN VIRIATO FERNANDES,SOUTH GOA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CAPTAIN VIRIATO FERNANDES | Constituency: SOUTH GOA | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,298.0
102,Telangana,CHAMALA KIRAN KUMAR REDDY,BHONGIR,147000000,Telangana,CHAMALA KIRAN KUMAR REDDY,BHONGIR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHAMALA KIRAN KUMAR REDDY | Constituency: BHONGIR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,299.0
125,Uttar Pradesh,DEVESH SHAKYA,ETAH,147000000,Uttar Pradesh,DEVESH SHAKYA,ETAH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: DEVESH SHAKYA | Constituency: ETAH | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,300.0
126,Gujarat,Devusinh Jesingbhai Chauhan,KHEDA,147000000,Gujarat,Devusinh Jesingbhai Chauhan,KHEDA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Devusinh Jesingbhai Chauhan | Constituency: KHEDA | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,301.0
127,Maharashtra,Dhairyasheel Sambhajirao Mane,HATKANANGLE,147000000,Maharashtra,Dhairyasheel Sambhajirao Mane,HATKANANGLE,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Dhairyasheel Sambhajirao Mane | Constituency: HATKANANGLE | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,302.0
128,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,147000000,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU | Constituency: CHANDRAPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,303.0
129,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,147000000,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: DHARMENDRA PRADHAN | Constituency: SAMBALPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,304.0
107,Punjab,CHARANJIT SINGH CHANNI,JALANDHAR(SC),147000000,Punjab,CHARANJIT SINGH CHANNI,JALANDHAR(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHARANJIT SINGH CHANNI | Constituency: JALANDHAR(SC) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,305.0
109,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,BAREILLY,147000000,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,BAREILLY,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHHATRA PAL SINGH GANGWAR | Constituency: BAREILLY | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,306.0
110,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,147000000,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHHATRAPATI SHAHU SHAHAJI | Constituency: KOLHAPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,307.0
111,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),147000000,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHHOTELAL | Constituency: ROBERTSGANJ(SC) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,308.0
112,Chhattisgarh,CHINTAMANI MAHARAJ,SARGUJA(ST),147000000,Chhattisgarh,CHINTAMANI MAHARAJ,SARGUJA(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHINTAMANI MAHARAJ | Constituency: SARGUJA(ST) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,309.0
113,Bihar,CHIRAG PASWAN,HAJIPUR(SC),147000000,Bihar,CHIRAG PASWAN,HAJIPUR(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHIRAG PASWAN | Constituency: HAJIPUR(SC) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,310.0
278,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Manickam Tagore B | Constituency: VIRUDHUNAGAR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,311.0
279,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MANISH JAISWAL | Constituency: HAZARIBAGH | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,312.0
282,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MANNA LAL RAWAT | Constituency: UDAIPUR(ST) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,313.0
283,Haryana,MANOHAR LAL,KARNAL,147000000,Haryana,MANOHAR LAL,KARNAL,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MANOHAR LAL | Constituency: KARNAL | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,314.0
284,Bihar,MANOJ KUMAR,SASARAM(SC),147000000,Bihar,MANOJ KUMAR,SASARAM(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MANOJ KUMAR | Constituency: SASARAM(SC) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,315.0
258,Uttar Pradesh,LALJI VERMA,AMBEDKAR NAGAR,147000000,Uttar Pradesh,LALJI VERMA,AMBEDKAR NAGAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: LALJI VERMA | Constituency: AMBEDKAR NAGAR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,316.0
260,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,147000000,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: LAXMIKANT PAPPU NISHAD | Constituency: SANT KABIR NAGAR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,317.0
261,Bihar,LOVELY ANAND,SHEOHAR,147000000,Bihar,LOVELY ANAND,SHEOHAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: LOVELY ANAND | Constituency: SHEOHAR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,318.0
262,Rajasthan,LUMBARAM,JALORE,147000000,Rajasthan,LUMBARAM,JALORE,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: LUMBARAM | Constituency: JALORE | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,319.0
287,Gujarat,Mansukhbhai Dhanjibhai Vasava,BHARUCH,147000000,Gujarat,Mansukhbhai Dhanjibhai Vasava,BHARUCH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Mansukhbhai Dhanjibhai Vasava | Constituency: BHARUCH | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,320.0
288,Jammu And Kashmir,MIAN ALTAF AHMAD,ANANTNAG,147000000,Jammu And Kashmir,MIAN ALTAF AHMAD,ANANTNAG,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MIAN ALTAF AHMAD | Constituency: ANANTNAG | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,321.0
290,Bihar,MISHA BHARTI,PATALIPUTRA,147000000,Bihar,MISHA BHARTI,PATALIPUTRA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MISHA BHARTI | Constituency: PATALIPUTRA | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,322.0
291,Gujarat,Mitesh Rameshbhai Bakabhai Patel,ANAND,147000000,Gujarat,Mitesh Rameshbhai Bakabhai Patel,ANAND,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Mitesh Rameshbhai Bakabhai Patel | Constituency: ANAND | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,323.0
293,Uttar Pradesh,MOHIBBULLAH,RAMPUR,147000000,Uttar Pradesh,MOHIBBULLAH,RAMPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MOHIBBULLAH | Constituency: RAMPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,324.0
295,Bihar,Mr Gopal Jee Thakur,DARBHANGA,147000000,Bihar,Mr Gopal Jee Thakur,DARBHANGA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Mr Gopal Jee Thakur | Constituency: DARBHANGA | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,325.0
298,Uttar Pradesh,Mukesh Rajput,FARRUKHABAD,147000000,Uttar Pradesh,Mukesh Rajput,FARRUKHABAD,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Mukesh Rajput | Constituency: FARRUKHABAD | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,326.0
299,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,147000000,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MUKESHKUMAR CHANDRAKAANT DALAL | Constituency: SURAT | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,327.0
300,Rajasthan,MURARI LAL MEENA,DAUSA(ST),147000000,Rajasthan,MURARI LAL MEENA,DAUSA(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MURARI LAL MEENA | Constituency: DAUSA(ST) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,328.0
301,Tamil Nadu,MURASOLI S,THANJAVUR,147000000,Tamil Nadu,MURASOLI S,THANJAVUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MURASOLI S | Constituency: THANJAVUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,329.0
302,Maharashtra,MURLIDHAR MOHOL,PUNE,147000000,Maharashtra,MURLIDHAR MOHOL,PUNE,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: MURLIDHAR MOHOL | Constituency: PUNE | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,330.0
305,Uttar Pradesh,NARAYAN DAS AHIRWAR,JALAUN(SC),147000000,Uttar Pradesh,NARAYAN DAS AHIRWAR,JALAUN(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: NARAYAN DAS AHIRWAR | Constituency: JALAUN(SC) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,331.0
103,Uttar Pradesh,CHANDAN CHAUHAN,BIJNOR,147000000,Uttar Pradesh,CHANDAN CHAUHAN,BIJNOR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHANDAN CHAUHAN | Constituency: BIJNOR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,332.0
104,Rajasthan,Chandra Prakash Joshi,CHITTORGARH,147000000,Rajasthan,Chandra Prakash Joshi,CHITTORGARH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Chandra Prakash Joshi | Constituency: CHITTORGARH | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,333.0
105,Uttar Pradesh,CHANDRA SHEKHAR,NAGINA(SC),147000000,Uttar Pradesh,CHANDRA SHEKHAR,NAGINA(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHANDRA SHEKHAR | Constituency: NAGINA(SC) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,334.0
106,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,147000000,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: CHANDUBHAI CHHAGANBHAI SHIHORA | Constituency: SURENDRANAGAR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,335.0
307,Uttar Pradesh,NARESH CHANDRA UTTAM PATEL,FATEHPUR,147000000,Uttar Pradesh,NARESH CHANDRA UTTAM PATEL,FATEHPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: NARESH CHANDRA UTTAM PATEL | Constituency: FATEHPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,336.0
308,Maharashtra,NARESH GANPAT MHASKE,THANE,147000000,Maharashtra,NARESH GANPAT MHASKE,THANE,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: NARESH GANPAT MHASKE | Constituency: THANE | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,337.0
