Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority
124,Bihar,DEVESH CHANDRA THAKUR,SITAMARHI,163809205.11,Bihar,DEVESH CHANDRA THAKUR,SITAMARHI,163809205.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,163809205.11,True,18.914212931161646,86.90036900369003,0.0,0,0.0,38.751028030350184,False,0.0,0,17.44,LOW,Data-quality validation requires review,False,LOW
414,Punjab,SARABJEET SINGH KHALSA,FARIDKOT(SC),150850348.15,Punjab,SARABJEET SINGH KHALSA,FARIDKOT(SC),150850348.15,False,False,False,False,False,True,85.0,True,MP_RECORD,True,150850348.15,True,18.831798838117543,77.67527675276753,0.0,0,0.0,38.678297708136434,False,0.0,0,17.41,LOW,Data-quality validation requires review,False,LOW
132,Bihar,Dileshwar Kamait,SUPAUL,150450930.89,Bihar,Dileshwar Kamait,SUPAUL,150450930.89,False,False,False,False,False,True,85.0,True,MP_RECORD,True,150450930.89,True,18.829147555039093,77.12177121771218,0.0,0,0.0,38.63446602927647,False,0.0,0,17.39,LOW,Data-quality validation requires review,False,LOW
98,Gujarat,C R Patil,NAVSARI,158532494.36,Gujarat,C R Patil,NAVSARI,158532494.36,False,False,False,False,False,True,85.0,True,MP_RECORD,True,158532494.36,True,18.881470148312445,82.84132841328413,0.0,0,0.0,38.60933483519133,False,0.0,0,17.37,LOW,Data-quality validation requires review,False,LOW
379,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,151231957.11,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,151231957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151231957.11,True,18.834325362537037,77.85977859778598,0.0,0,0.0,38.590507977216895,False,0.0,0,17.37,LOW,Data-quality validation requires review,False,LOW
357,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,163058785.37,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,163058785.37,False,False,False,False,False,True,85.0,True,MP_RECORD,True,163058785.37,True,18.909621346328215,86.71586715867159,0.0,0,0.0,38.560143509702506,False,0.0,0,17.35,LOW,Data-quality validation requires review,False,LOW
144,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153060922.82,True,18.84634659500012,79.52029520295203,0.0,0,0.0,38.52911729586228,False,0.0,0,17.34,LOW,Data-quality validation requires review,False,LOW
233,Chhattisgarh,KAMLESH JANGDE,JANJGIR CHAMPA(SC),150384382.11,Chhattisgarh,KAMLESH JANGDE,JANJGIR CHAMPA(SC),150384382.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,150384382.11,True,18.828705128383927,76.93726937269373,0.0,0,0.0,38.5028165468496,False,0.0,0,17.33,LOW,No strong anomaly signal detected,False,LOW
170,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151861648.41,True,18.838480463075864,78.78228782287823,0.0,0,0.0,38.43195358644056,False,0.0,0,17.29,LOW,Data-quality validation requires review,False,LOW
316,Rajasthan,Om Birla,KOTA,163906956.6,Rajasthan,Om Birla,KOTA,163906956.6,False,False,False,False,False,True,85.0,True,MP_RECORD,True,163906956.6,True,18.914809493087628,87.26937269372694,0.0,0,0.0,38.37652892215626,False,0.0,0,17.27,LOW,Data-quality validation requires review,False,LOW
167,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,163895872.11,True,18.914741864080398,87.08487084870849,0.0,0,0.0,38.353346413488254,False,0.0,0,17.26,LOW,Data-quality validation requires review,False,LOW
85,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),164672734.11,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),164672734.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,164672734.11,True,18.91947063869977,87.63837638376384,0.0,0,0.0,38.21901382340007,False,0.0,0,17.2,LOW,Data-quality validation requires review,False,LOW
442,Kerala,Shri Benny Behanan,CHALAKUDY,164674770.11,Kerala,Shri Benny Behanan,CHALAKUDY,164674770.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,164674770.11,True,18.919483002540165,87.82287822878229,0.0,0,0.0,38.21901382340007,False,0.0,0,17.2,LOW,Data-quality validation requires review,False,LOW
277,Tamil Nadu,MANI. A.,DHARAMAPURI,164515071.11,Tamil Nadu,MANI. A.,DHARAMAPURI,164515071.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,164515071.11,True,18.918512747741495,87.4538745387454,0.0,0,0.0,38.18928444089443,False,0.0,0,17.19,LOW,Data-quality validation requires review,False,LOW
521,Tamil Nadu,V S Matheswaran,NAMAKKAL,162539930.11,Tamil Nadu,V S Matheswaran,NAMAKKAL,162539930.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,162539930.11,True,18.90643425945511,86.34686346863468,0.0,0,0.0,38.071625167161635,False,0.0,0,17.13,LOW,Data-quality validation requires review,False,LOW
79,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151455276.04,True,18.835800938277185,78.04428044280442,0.0,0,0.0,37.97328986407257,False,0.0,0,17.09,LOW,Data-quality validation requires review,False,LOW
457,Uttar Pradesh,Shri Narendra Modi,VARANASI,162070276.11,Uttar Pradesh,Shri Narendra Modi,VARANASI,162070276.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,162070276.11,True,18.903540608449585,85.79335793357934,0.0,0,0.0,37.96496145652958,False,0.0,0,17.08,LOW,Data-quality validation requires review,False,LOW
376,Uttar Pradesh,Ram Shiromani,SHRAWASTI,151746878.11,Uttar Pradesh,Ram Shiromani,SHRAWASTI,151746878.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151746878.11,True,18.837724421695693,78.59778597785979,0.0,0,0.0,37.92633130439819,False,0.0,0,17.07,LOW,Data-quality validation requires review,False,LOW
464,Madhya Pradesh,Shri Sudheer Gupta,MANDSOUR,148988014.83,Madhya Pradesh,Shri Sudheer Gupta,MANDSOUR,148988014.83,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148988014.83,True,18.81937643000387,76.19926199261992,0.0,0,0.0,37.88081615729701,False,0.0,0,17.05,LOW,No strong anomaly signal detected,False,LOW
341,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,151559884.09,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,151559884.09,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151559884.09,True,18.83649138593281,78.22878228782287,0.0,0,0.0,37.863979662323544,False,0.0,0,17.04,LOW,Data-quality validation requires review,False,LOW
292,Ladakh,Mohamed Haneefa,LADAKH,161114542,Ladakh,Mohamed Haneefa,LADAKH,161114542.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,161114542.0,True,18.897626117195113,85.60885608856088,0.0,0,0.0,37.86419637924631,False,0.0,0,17.04,LOW,Data-quality validation requires review,False,LOW
169,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,162315106.11,True,18.9050501095455,86.16236162361623,0.0,0,0.0,37.7580091316421,False,0.0,0,16.99,LOW,Data-quality validation requires review,False,LOW
448,Kerala,Shri Hibi Eden,ERNAKULAM,162177260.11,Kerala,Shri Hibi Eden,ERNAKULAM,162177260.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,162177260.11,True,18.90420049937409,85.97785977859779,0.0,0,0.0,37.765685979841415,False,0.0,0,16.99,LOW,Data-quality validation requires review,False,LOW
164,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151569502.91,True,18.836554849393313,78.41328413284133,0.0,0,0.0,37.5511748968719,False,0.0,0,16.9,LOW,Data-quality validation requires review,False,LOW
453,Tamil Nadu,Shri Karti P Chidambaram,SIVAGANGA,159049284.11,Tamil Nadu,Shri Karti P Chidambaram,SIVAGANGA,159049284.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159049284.11,True,18.88472468139925,83.02583025830258,0.0,0,0.0,37.285744856870416,False,0.0,0,16.78,LOW,Data-quality validation requires review,False,LOW
528,Uttar Pradesh,Vijay Kumar Dubey,KUSHI NAGAR,148900000,Uttar Pradesh,Vijay Kumar Dubey,KUSHI NAGAR,148900000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148900000.0,True,18.818785504370155,76.01476014760148,0.0,0,0.0,37.18435309185663,False,0.0,0,16.73,LOW,No strong anomaly signal detected,False,LOW
202,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160643957.11,True,18.894701033793073,85.42435424354244,0.0,0,0.0,36.823983481747305,False,0.0,0,16.57,LOW,Data-quality validation requires review,False,LOW
270,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,148816284.11,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,148816284.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148816284.11,True,18.81822311731837,75.83025830258303,0.0,0,0.0,36.34616197012832,False,0.0,0,16.36,LOW,No strong anomaly signal detected,False,LOW
62,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,160491894.11,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,160491894.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160491894.11,True,18.89375400150228,85.23985239852398,0.0,0,0.0,36.18966995834883,False,0.0,0,16.29,LOW,Data-quality validation requires review,False,LOW
114,Tamil Nadu,CN Annadurai,TIRUVANNAMALAI,148579509.11,Tamil Nadu,CN Annadurai,TIRUVANNAMALAI,148579509.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148579509.11,True,18.81663079453618,75.46125461254613,0.0,0,0.0,35.90784940205056,False,0.0,0,16.16,LOW,No strong anomaly signal detected,False,LOW
135,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160434965.11,True,18.89339922284411,85.05535055350553,0.0,0,0.0,35.85439695720184,False,0.0,0,16.13,LOW,Data-quality validation requires review,False,LOW
524,Telangana,VAMSI KRISHNA GADDAM,PEDDAPALLE,148451721.11,Telangana,VAMSI KRISHNA GADDAM,PEDDAPALLE,148451721.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148451721.11,True,18.81577035971302,75.27675276752768,0.0,0,0.0,35.577734229678306,False,0.0,0,16.01,LOW,No strong anomaly signal detected,False,LOW
142,Bihar,Dr Mohammad Jawed,KISHANGANJ,148669229.11,Bihar,Dr Mohammad Jawed,KISHANGANJ,148669229.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148669229.11,True,18.817234464059947,75.64575645756457,0.0,0,0.0,35.56575532605681,False,0.0,0,16.0,LOW,No strong anomaly signal detected,False,LOW
320,Assam,PARIMAL SUKLABAIDYA,SILCHAR,148300157.11,Assam,PARIMAL SUKLABAIDYA,SILCHAR,148300157.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148300157.11,True,18.81474887325729,75.09225092250922,0.0,0,0.0,35.25525275970791,False,0.0,0,15.86,LOW,No strong anomaly signal detected,False,LOW
509,Uttar Pradesh,TANUJ PUNIA,BARABANKI(SC),148198170.11,Uttar Pradesh,TANUJ PUNIA,BARABANKI(SC),148198170.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148198170.11,True,18.814060930061856,74.90774907749078,0.0,0,0.0,34.68002112839355,False,0.0,0,15.61,LOW,No strong anomaly signal detected,False,LOW
115,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160196941.11,True,18.891914504463795,84.87084870848709,0.0,0,0.0,34.69610126729219,False,0.0,0,15.61,LOW,Data-quality validation requires review,False,LOW
155,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159680283.39,True,18.88868415152534,83.21033210332104,0.0,0,0.0,34.342198868953325,False,0.0,0,15.45,LOW,Data-quality validation requires review,False,LOW
475,Maharashtra,SMITA UDAY WAGH,JALGAON,148107373.11,Maharashtra,SMITA UDAY WAGH,JALGAON,148107373.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148107373.11,True,18.81344806942319,74.72324723247232,0.0,0,0.0,33.96534636320408,False,0.0,0,15.28,LOW,No strong anomaly signal detected,False,LOW
354,Chhattisgarh,RADHE SHYAM RATHIYA,RAIGARH(ST),159706972.09,Chhattisgarh,RADHE SHYAM RATHIYA,RAIGARH(ST),159706972.09,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159706972.09,True,18.888851275913915,83.39483394833948,0.0,0,0.0,33.81888637605053,False,0.0,0,15.22,LOW,Data-quality validation requires review,False,LOW
378,Uttar Pradesh,RAMASHANKAR RAJBHAR,SALEMPUR,160056927.07,Uttar Pradesh,RAMASHANKAR RAJBHAR,SALEMPUR,160056927.07,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160056927.07,True,18.891040110353636,84.68634686346863,0.0,0,0.0,33.5901510614853,False,0.0,0,15.12,LOW,Data-quality validation requires review,False,LOW
318,Karnataka,P C Mohan,BANGALORE CENTRAL,159995711.11,Karnataka,P C Mohan,BANGALORE CENTRAL,159995711.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159995711.11,True,18.890657573526493,84.31734317343174,0.0,0,0.0,33.11969035933196,False,0.0,0,14.9,LOW,Data-quality validation requires review,False,LOW
76,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,159998515.11,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,159998515.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159998515.11,True,18.890675098842593,84.50184501845018,0.0,0,0.0,33.115127926540985,False,0.0,0,14.9,LOW,Data-quality validation requires review,False,LOW
479,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,159775982.39,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,159775982.39,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159775982.39,True,18.889283288324425,83.76383763837639,0.0,0,0.0,33.07854856843069,False,0.0,0,14.89,LOW,Data-quality validation requires review,False,LOW
138,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,GUNTUR,159774113.11,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,GUNTUR,159774113.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159774113.11,True,18.88927158887564,83.57933579335793,0.0,0,0.0,33.07854856843069,False,0.0,0,14.89,LOW,Data-quality validation requires review,False,LOW
296,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159865046.0,True,18.889840561038735,84.13284132841329,0.0,0,0.0,32.90737744735056,False,0.0,0,14.81,LOW,Data-quality validation requires review,False,LOW
473,Andhra Pradesh,Sivanath Kesineni,VIJAYAWADA,159864032.49,Andhra Pradesh,Sivanath Kesineni,VIJAYAWADA,159864032.49,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159864032.49,True,18.88983422123381,83.94833948339483,0.0,0,0.0,32.90737744735056,False,0.0,0,14.81,LOW,Data-quality validation requires review,False,LOW
542,Delhi,Yogendra Chandoliya,NORTH WEST DELHI(SC),147876307,Delhi,Yogendra Chandoliya,NORTH WEST DELHI(SC),147876307.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147876307.0,True,18.811886725532244,74.53874538745387,0.0,0,0.0,32.24226923177182,False,0.0,0,14.51,LOW,No strong anomaly signal detected,False,LOW
10,Maharashtra,ADV GOWAAL KAGADA PADAVI,NANDURBAR(ST),147816309.11,Maharashtra,ADV GOWAAL KAGADA PADAVI,NANDURBAR(ST),147816309.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147816309.11,True,18.81148091296102,74.35424354243543,0.0,0,0.0,31.953974696180737,False,0.0,0,14.38,LOW,No strong anomaly signal detected,False,LOW
303,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147563957.11,True,18.809772254065717,74.16974169741697,0.0,0,0.0,28.7102039975853,False,0.0,0,12.92,LOW,No strong anomaly signal detected,False,LOW
383,Delhi,Ramvir Singh Bidhuri,SOUTH DELHI,147559100,Delhi,Ramvir Singh Bidhuri,SOUTH DELHI,147559100.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147559100.0,True,18.809739338237215,73.98523985239852,0.0,0,0.0,28.387499502652375,False,0.0,0,12.77,LOW,No strong anomaly signal detected,False,LOW
392,Tamil Nadu,ROBERT BRUCE C,TIRUNELVELI,147475440.11,Tamil Nadu,ROBERT BRUCE C,TIRUNELVELI,147475440.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147475440.11,True,18.809172218932176,73.80073800738008,0.0,0,0.0,26.405051385924743,False,0.0,0,11.88,LOW,No strong anomaly signal detected,False,LOW
340,Delhi,Praveen Khandelwal,CHANDINI CHOWK,147470276,Delhi,Praveen Khandelwal,CHANDINI CHOWK,147470276.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147470276.0,True,18.8091372015735,73.61623616236163,0.0,0,0.0,26.34179748890693,False,0.0,0,11.85,LOW,No strong anomaly signal detected,False,LOW
175,Tamil Nadu,GANAPATHY RAJKUMAR P,COIMBATORE,147370490.11,Tamil Nadu,GANAPATHY RAJKUMAR P,COIMBATORE,147370490.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147370490.11,True,18.808460321680332,73.06273062730627,0.0,0,0.0,26.203427437383002,False,0.0,0,11.79,LOW,No strong anomaly signal detected,False,LOW
304,Jharkhand,NALIN SOREN,DUMKA(ST),147364097.11,Jharkhand,NALIN SOREN,DUMKA(ST),147364097.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147364097.11,True,18.8084169402773,72.87822878228782,0.0,0,0.0,26.16998111389864,False,0.0,0,11.78,LOW,No strong anomaly signal detected,False,LOW
68,Odisha,BALABHADRA MAJHI,NABARANGPUR(ST),147413962.11,Odisha,BALABHADRA MAJHI,NABARANGPUR(ST),147413962.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147413962.11,True,18.808755262608816,73.24723247232473,0.0,0,0.0,25.994962155166927,False,0.0,0,11.7,LOW,No strong anomaly signal detected,False,LOW
477,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,147420861.41,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,147420861.41,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147420861.41,True,18.808802063728656,73.43173431734317,0.0,0,0.0,25.915238510431205,False,0.0,0,11.66,LOW,No strong anomaly signal detected,False,LOW
529,Jharkhand,Vijay Kumar Hansdak,RAJMAHAL(ST),147223957.11,Jharkhand,Vijay Kumar Hansdak,RAJMAHAL(ST),147223957.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147223957.11,True,18.807465509914714,72.50922509225092,0.0,0,0.0,25.3252248559777,False,0.0,0,11.4,LOW,No strong anomaly signal detected,False,LOW
493,Tamil Nadu,SUDHA R,MAYILADUTHURAI,147332315.11,Tamil Nadu,SUDHA R,MAYILADUTHURAI,147332315.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147332315.11,True,18.80820124711926,72.69372693726937,0.0,0,0.0,25.290961002652278,False,0.0,0,11.38,LOW,No strong anomaly signal detected,False,LOW
193,Delhi,Harsh Malhotra,EAST DELHI,147134131,Delhi,Harsh Malhotra,EAST DELHI,147134131.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147134131.0,True,18.806855191287124,72.32472324723247,0.0,0,0.0,23.5258724131228,False,0.0,0,10.59,LOW,No strong anomaly signal detected,False,LOW
263,Karnataka,M. MALLESH BABU,KOLAR(SC),147065957.11,Karnataka,M. MALLESH BABU,KOLAR(SC),147065957.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147065957.11,True,18.806391738735527,72.14022140221402,0.0,0,0.0,19.135529691074222,False,0.0,0,8.61,LOW,No strong anomaly signal detected,False,LOW
350,Odisha,RABINDRA NARAYAN BEHERA,JAJPUR(SC),147064617.11,Odisha,RABINDRA NARAYAN BEHERA,JAJPUR(SC),147064617.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147064617.11,True,18.806382627136067,71.95571955719558,0.0,0,0.0,18.963860911381943,False,0.0,0,8.53,LOW,No strong anomaly signal detected,False,LOW
337,Odisha,Pratap Chandra Sarangi,BALASORE,147064254.11,Odisha,Pratap Chandra Sarangi,BALASORE,147064254.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147064254.11,True,18.80638015883028,71.58671586715867,0.0,0,0.0,18.88866680232793,False,0.0,0,8.5,LOW,No strong anomaly signal detected,False,LOW
409,Jharkhand,Sanjay Seth,RANCHI,147064357.11,Jharkhand,Sanjay Seth,RANCHI,147064357.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147064357.11,True,18.806380859204165,71.77121771217713,0.0,0,0.0,18.832315719700716,False,0.0,0,8.47,LOW,No strong anomaly signal detected,False,LOW
535,Maharashtra,VISHAL,SANGLI,147000000,Maharashtra,VISHAL,SANGLI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
534,Uttar Pradesh,VIRENDRA SINGH,CHANDAULI,147000000,Uttar Pradesh,VIRENDRA SINGH,CHANDAULI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
533,Madhya Pradesh,Virendra Kumar,TIKAMGARH(SC),147000000,Madhya Pradesh,Virendra Kumar,TIKAMGARH(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
516,Chhattisgarh,TOKHAN SAHU,BILASPUR,147000000,Chhattisgarh,TOKHAN SAHU,BILASPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
515,Tamil Nadu,Thirumaa Valavan Thol,CHIDAMBARAM(SC),147000000,Tamil Nadu,Thirumaa Valavan Thol,CHIDAMBARAM(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
514,Tamil Nadu,Thiru Dayanidhi Maran,CHENNAI CENTRAL,147000000,Tamil Nadu,Thiru Dayanidhi Maran,CHENNAI CENTRAL,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
510,Bihar,TARIQ ANWAR,KATIHAR,147000000,Bihar,TARIQ ANWAR,KATIHAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
507,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,CHENNAI SOUTH,147000000,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,CHENNAI SOUTH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
162,Jharkhand,DULU MAHATO,DHANBAD,147000000,Jharkhand,DULU MAHATO,DHANBAD,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
161,Telangana,DR.MALLU RAVI,NAGARKURNOOL(SC),147000000,Telangana,DR.MALLU RAVI,NAGARKURNOOL(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
160,Karnataka,DR.K.SUDHAKAR,CHIKBALLAPUR,147000000,Karnataka,DR.K.SUDHAKAR,CHIKBALLAPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
159,West Bengal,DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),147000000,West Bengal,DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
158,Uttar Pradesh,DR. S P SINGH,PRATAPGARH,147000000,Uttar Pradesh,DR. S P SINGH,PRATAPGARH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
156,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),147000000,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.162361623616235,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW
