Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority,statistical_risk,statistical_alert,robust_z_score,statistical_percentile,peer_risk,peer_alert,peer_confidence,peer_ratio,peer_deviation_pct,peer_median,peer_group,peer_count,ml_risk,financial_risk,peer_confidence_multiplier,adjusted_peer_risk,statistical_multiplier,adjusted_statistical_risk,quality_risk,unified_risk_score,unified_risk_level,investigation_priority,risk_signals,unified_explanation,recommended_action,alert_status,risk_rank,ml_component_score,peer_component_score,financial_component_score,statistical_component_score,quality_component_score
96,Chhattisgarh,BRIJMOHAN AGRAWAL,RAIPUR,153766451.11,Chhattisgarh,BRIJMOHAN AGRAWAL,RAIPUR,153766451.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153766451.11,True,18.850945464519707,80.07380073800738,0.0,0,0.0,39.92487412913495,False,0.0,0,17.97,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,80.0738,0.0,NORMAL,MEDIUM,1.025,2.4989,150017707.0,Chhattisgarh_GENERAL,6.0,17.97,25.0,0.85,0.0,0.7,70.0,0.0,21.79,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹153,766,451.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,87,17.97,0.0,25.0,70.0,0.0
73,Delhi,Bansuri Swaraj,NEW DELHI,154306950,Delhi,Bansuri Swaraj,NEW DELHI,154306950.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,154306950.0,True,18.854454364925346,80.44280442804428,0.0,0,0.0,39.88693495511342,False,0.0,0,17.95,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,80.4428,0.0,NORMAL,MEDIUM,1.046,4.6045,147514688.0,Delhi_GENERAL,6.0,17.95,25.0,0.85,0.0,0.7,70.0,0.0,21.78,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹154,306,950.00 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,88,17.95,0.0,25.0,70.0,0.0
297,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153942460.41,True,18.85208946335408,80.25830258302584,0.0,0,0.0,39.83142903642064,False,0.0,0,17.92,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,80.2583,0.0,NORMAL,INSUFFICIENT,1.0,0.0,153942460.41,Lakshadweep_ST,1.0,17.92,25.0,0.0,0.0,0.7,70.0,0.0,21.77,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹153,942,460.41 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,89,17.92,0.0,25.0,70.0,0.0
536,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),158176083.11,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),158176083.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,158176083.11,True,18.879219426838127,82.65682656826569,0.0,0,0.0,39.77318278351029,False,0.0,0,17.9,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,82.6568,0.0,NORMAL,INSUFFICIENT,1.0,0.0,158176083.11,Jharkhand_SC,1.0,17.9,25.0,0.0,0.0,0.7,70.0,0.0,21.76,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹158,176,083.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,90,17.9,0.0,25.0,70.0,0.0
504,Himachal Pradesh,Suresh Kumar Kashyap,SHIMLA (SC),153563957.11,Himachal Pradesh,Suresh Kumar Kashyap,SHIMLA (SC),153563957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153563957.11,True,18.849627703422406,79.88929889298892,0.0,0,0.0,39.59692725369741,False,0.0,0,17.82,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,79.8893,0.0,NORMAL,INSUFFICIENT,1.0,0.0,153563957.11,Himachal Pradesh_SC,1.0,17.82,25.0,0.0,0.0,0.7,70.0,0.0,21.74,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹153,563,957.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,91,17.82,0.0,25.0,70.0,0.0
361,Maharashtra,RAJABHAU,NASHIK,152878682.11,Maharashtra,RAJABHAU,NASHIK,152878682.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,152878682.11,True,18.845155243979026,79.15129151291514,0.0,0,0.0,39.27784532564343,False,0.0,0,17.68,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,79.1513,0.0,NORMAL,HIGH,1.04,3.9991,147000000.0,Maharashtra_GENERAL,39.0,17.68,25.0,1.0,0.0,0.7,70.0,0.0,21.69,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹152,878,682.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,92,17.68,0.0,25.0,70.0,0.0
254,Andhra Pradesh,Krishna Prasad Tenneti,BAPATLA,167796849.11,Andhra Pradesh,Krishna Prasad Tenneti,BAPATLA,167796849.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,167796849.11,True,18.9382645801287,89.2988929889299,0.0,0,0.0,39.15127178983704,False,0.0,0,17.62,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,89.2989,0.0,NORMAL,HIGH,1.0496,4.9622,159864032.49,Andhra Pradesh_GENERAL,21.0,17.62,25.0,1.0,0.0,0.7,70.0,0.0,21.67,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹167,796,849.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,93,17.62,0.0,25.0,70.0,0.0
196,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,152003923.11,True,18.839416894990467,78.96678966789668,0.0,0,0.0,39.01149797222981,False,0.0,0,17.56,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,5.2302,78.9668,0.0,NORMAL,INSUFFICIENT,1.0,0.0,152003923.11,Sikkim_GENERAL,1.0,17.56,25.0,0.0,0.0,0.7,70.0,0.0,21.65,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹152,003,923.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,94,17.56,0.0,25.0,70.0,0.0
483,Maharashtra,Smt Raksha Nikhil Khadse,RAVER,153112586.11,Maharashtra,Smt Raksha Nikhil Khadse,RAVER,153112586.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153112586.11,True,18.846684072205992,79.70479704797047,0.0,0,0.0,38.86498273801484,False,0.0,0,17.49,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,79.7048,0.0,NORMAL,HIGH,1.0416,4.1582,147000000.0,Maharashtra_GENERAL,39.0,17.49,25.0,1.0,0.0,0.7,70.0,0.0,21.62,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹153,112,586.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,95,17.49,0.0,25.0,70.0,0.0
394,Chhattisgarh,ROOP KUMARI CHOUDHARY,MAHASAMUND,153035414,Chhattisgarh,ROOP KUMARI CHOUDHARY,MAHASAMUND,153035414.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153035414.0,True,18.846179923159763,79.33579335793358,0.0,0,0.0,38.86047739967777,False,0.0,0,17.49,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,79.3358,0.0,NORMAL,MEDIUM,1.0201,2.0116,150017707.0,Chhattisgarh_GENERAL,6.0,17.49,25.0,0.85,0.0,0.7,70.0,0.0,21.62,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹153,035,414.00 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,96,17.49,0.0,25.0,70.0,0.0
491,Andhra Pradesh,Sribharat MathuKumli,VISAKHAPATNAM,164841922,Andhra Pradesh,Sribharat MathuKumli,VISAKHAPATNAM,164841922.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,164841922.0,True,18.920497530224647,88.00738007380073,0.0,0,0.0,38.79488980659798,False,0.0,0,17.46,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,88.0074,0.0,NORMAL,HIGH,1.0311,3.1138,159864032.49,Andhra Pradesh_GENERAL,21.0,17.46,25.0,1.0,0.0,0.7,70.0,0.0,21.61,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹164,841,922.00 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,97,17.46,0.0,25.0,70.0,0.0
414,Punjab,SARABJEET SINGH KHALSA,FARIDKOT(SC),150850348.15,Punjab,SARABJEET SINGH KHALSA,FARIDKOT(SC),150850348.15,False,False,False,False,False,True,85.0,True,MP_RECORD,True,150850348.15,True,18.831798838117543,77.67527675276753,0.0,0,0.0,38.678297708136434,False,0.0,0,17.41,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,4.0399,77.6753,0.0,NORMAL,LOW,1.0262,2.6193,147000000.0,Punjab_SC,4.0,17.41,25.0,0.6,0.0,0.7,70.0,0.0,21.59,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹150,850,348.15 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,98,17.41,0.0,25.0,70.0,0.0
98,Gujarat,C R Patil,NAVSARI,158532494.36,Gujarat,C R Patil,NAVSARI,158532494.36,False,False,False,False,False,True,85.0,True,MP_RECORD,True,158532494.36,True,18.881470148312445,82.84132841328413,0.0,0,0.0,38.60933483519133,False,0.0,0,17.37,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,82.8413,0.0,NORMAL,HIGH,1.0785,7.8452,147000000.0,Gujarat_GENERAL,20.0,17.37,25.0,1.0,0.0,0.7,70.0,0.0,21.58,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹158,532,494.36 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,99,17.37,0.0,25.0,70.0,0.0
379,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,151231957.11,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,151231957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151231957.11,True,18.83432536253704,77.85977859778598,0.0,0,0.0,38.590507977216895,False,0.0,0,17.37,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,4.4347,77.8598,0.0,NORMAL,HIGH,1.0288,2.8789,147000000.0,Uttar Pradesh_GENERAL,63.0,17.37,25.0,1.0,0.0,0.7,70.0,0.0,21.58,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹151,231,957.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,100,17.37,0.0,25.0,70.0,0.0
144,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153060922.82,True,18.84634659500012,79.52029520295203,0.0,0,0.0,38.52911729586228,False,0.0,0,17.34,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,79.5203,0.0,NORMAL,MEDIUM,1.0,0.0,153060922.82,Tamil Nadu_SC,7.0,17.34,25.0,0.85,0.0,0.7,70.0,0.0,21.57,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹153,060,922.82 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,101,17.34,0.0,25.0,70.0,0.0
170,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151861648.41,True,18.838480463075864,78.78228782287823,0.0,0,0.0,38.43195358644056,False,0.0,0,17.29,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,5.0839,78.7823,0.0,NORMAL,MEDIUM,1.0201,2.0148,148862430.555,Madhya Pradesh_ST,6.0,17.29,25.0,0.85,0.0,0.7,70.0,0.0,21.55,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹151,861,648.41 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,102,17.29,0.0,25.0,70.0,0.0
85,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),164672734.11,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),164672734.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,164672734.11,True,18.91947063869977,87.63837638376384,0.0,0,0.0,38.21901382340007,False,0.0,0,17.2,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,87.6384,0.0,NORMAL,LOW,1.0738,7.3811,153353486.045,Chhattisgarh_ST,4.0,17.2,25.0,0.6,0.0,0.7,70.0,0.0,21.52,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹164,672,734.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,103,17.2,0.0,25.0,70.0,0.0
79,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151455276.04,True,18.835800938277185,78.04428044280442,0.0,0,0.0,37.97328986407257,False,0.0,0,17.09,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,4.6652,78.0443,0.0,NORMAL,HIGH,1.0303,3.0308,147000000.0,Madhya Pradesh_GENERAL,19.0,17.09,25.0,1.0,0.0,0.7,70.0,0.0,21.48,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹151,455,276.04 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,104,17.09,0.0,25.0,70.0,0.0
376,Uttar Pradesh,Ram Shiromani,SHRAWASTI,151746878.11,Uttar Pradesh,Ram Shiromani,SHRAWASTI,151746878.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151746878.11,True,18.837724421695693,78.59778597785979,0.0,0,0.0,37.92633130439819,False,0.0,0,17.07,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,4.9657,78.5978,0.0,NORMAL,HIGH,1.0323,3.2292,147000000.0,Uttar Pradesh_GENERAL,63.0,17.07,25.0,1.0,0.0,0.7,70.0,0.0,21.47,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹151,746,878.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,105,17.07,0.0,25.0,70.0,0.0
292,Ladakh,Mohamed Haneefa,LADAKH,161114542,Ladakh,Mohamed Haneefa,LADAKH,161114542.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,161114542.0,True,18.897626117195117,85.60885608856088,0.0,0,0.0,37.86419637924631,False,0.0,0,17.04,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,85.6089,0.0,NORMAL,INSUFFICIENT,1.0,0.0,161114542.0,Ladakh_GENERAL,1.0,17.04,25.0,0.0,0.0,0.7,70.0,0.0,21.46,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹161,114,542.00 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,107,17.04,0.0,25.0,70.0,0.0
341,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,151559884.09,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,151559884.09,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151559884.09,True,18.83649138593281,78.22878228782287,0.0,0,0.0,37.86397966232354,False,0.0,0,17.04,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,4.7731,78.2288,0.0,NORMAL,HIGH,1.031,3.102,147000000.0,Uttar Pradesh_GENERAL,63.0,17.04,25.0,1.0,0.0,0.7,70.0,0.0,21.46,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹151,559,884.09 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,106,17.04,0.0,25.0,70.0,0.0
164,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151569502.91,True,18.836554849393316,78.41328413284133,0.0,0,0.0,37.5511748968719,False,0.0,0,16.9,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,4.783,78.4133,0.0,NORMAL,MEDIUM,1.0182,1.8185,148862430.555,Madhya Pradesh_ST,6.0,16.9,25.0,0.85,0.0,0.7,70.0,0.0,21.42,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹151,569,502.91 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,108,16.9,0.0,25.0,70.0,0.0
453,Tamil Nadu,Shri Karti P Chidambaram,SIVAGANGA,159049284.11,Tamil Nadu,Shri Karti P Chidambaram,SIVAGANGA,159049284.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159049284.11,True,18.88472468139925,83.02583025830258,0.0,0,0.0,37.285744856870416,False,0.0,0,16.78,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,83.0258,0.0,NORMAL,HIGH,1.0807,8.0746,147166157.555,Tamil Nadu_GENERAL,32.0,16.78,25.0,1.0,0.0,0.7,70.0,0.0,21.37,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹159,049,284.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,109,16.78,0.0,25.0,70.0,0.0
202,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160643957.11,True,18.894701033793076,85.42435424354244,0.0,0,0.0,36.823983481747305,False,0.0,0,16.57,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,85.4244,0.0,NORMAL,HIGH,1.0928,9.2816,147000000.0,Uttar Pradesh_GENERAL,63.0,16.57,25.0,1.0,0.0,0.7,70.0,0.0,21.3,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹160,643,957.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,110,16.57,0.0,25.0,70.0,0.0
62,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,160491894.11,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,160491894.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160491894.11,True,18.89375400150228,85.23985239852398,0.0,0,0.0,36.18966995834883,False,0.0,0,16.29,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,85.2399,0.0,NORMAL,HIGH,1.0039,0.3927,159864032.49,Andhra Pradesh_GENERAL,21.0,16.29,25.0,1.0,0.0,0.7,70.0,0.0,21.2,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹160,491,894.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,111,16.29,0.0,25.0,70.0,0.0
135,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160434965.11,True,18.89339922284411,85.05535055350553,0.0,0,0.0,35.85439695720184,False,0.0,0,16.13,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,85.0554,0.0,NORMAL,INSUFFICIENT,1.0437,4.37,153717482.555,Gujarat_SC,2.0,16.13,25.0,0.0,0.0,0.7,70.0,0.0,21.15,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹160,434,965.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,112,16.13,0.0,25.0,70.0,0.0
115,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160196941.11,True,18.891914504463795,84.87084870848709,0.0,0,0.0,34.69610126729219,False,0.0,0,15.61,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,84.8708,0.0,NORMAL,HIGH,1.0885,8.8545,147166157.555,Tamil Nadu_GENERAL,32.0,15.61,25.0,1.0,0.0,0.7,70.0,0.0,20.96,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹160,196,941.11 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,113,15.61,0.0,25.0,70.0,0.0
155,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159680283.39,True,18.88868415152534,83.21033210332104,0.0,0,0.0,34.342198868953325,False,0.0,0,15.45,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,83.2103,0.0,NORMAL,HIGH,1.0863,8.626,147000000.0,Maharashtra_GENERAL,39.0,15.45,25.0,1.0,0.0,0.7,70.0,0.0,20.91,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹159,680,283.39 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,114,15.45,0.0,25.0,70.0,0.0
354,Chhattisgarh,RADHE SHYAM RATHIYA,RAIGARH(ST),159706972.09,Chhattisgarh,RADHE SHYAM RATHIYA,RAIGARH(ST),159706972.09,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159706972.09,True,18.888851275913915,83.39483394833948,0.0,0,0.0,33.81888637605053,False,0.0,0,15.22,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,83.3948,0.0,NORMAL,LOW,1.0414,4.143,153353486.045,Chhattisgarh_ST,4.0,15.22,25.0,0.6,0.0,0.7,70.0,0.0,20.83,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹159,706,972.09 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,115,15.22,0.0,25.0,70.0,0.0
378,Uttar Pradesh,RAMASHANKAR RAJBHAR,SALEMPUR,160056927.07,Uttar Pradesh,RAMASHANKAR RAJBHAR,SALEMPUR,160056927.07,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160056927.07,True,18.89104011035364,84.68634686346863,0.0,0,0.0,33.5901510614853,False,0.0,0,15.12,LOW,Data-quality validation requires review,False,LOW,100.0,HIGH,6.0,84.6863,0.0,NORMAL,HIGH,1.0888,8.8823,147000000.0,Uttar Pradesh_GENERAL,63.0,15.12,25.0,1.0,0.0,0.7,70.0,0.0,20.79,LOW,ROUTINE,['strong statistical anomaly signal'],"LOW risk candidate: allocation of ₹160,056,927.07 shows strong statistical anomaly signal. Multiple independent intelligence signals were combined to prioritize this record for verification. This is an anomaly candidate and does not by itself indicate fraud.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,116,15.12,0.0,25.0,70.0,0.0
