Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority,robust_z_score,standard_z_score,global_percentile,iqr_upper_fence,iqr_outlier,statistical_alert_level,deviation_category,statistical_explanation
98,Gujarat,C R Patil,NAVSARI,158532494.36,Gujarat,C R Patil,NAVSARI,158532494.36,False,False,False,False,False,True,85.0,True,MP_RECORD,True,158532494.36,True,18.8815,82.84132841328413,0.0,0,0.0,38.60933483519133,False,100.0,0,17.37,LOW,Data-quality validation requires review,False,LOW,6.0,0.3419,82.8413,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹158,532,494.36 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
379,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,151231957.11,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,151231957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151231957.11,True,18.8343,77.85977859778598,0.0,0,0.0,38.590507977216895,False,100.0,0,17.37,LOW,Data-quality validation requires review,False,LOW,4.4347,-0.1195,77.8598,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹151,231,957.11 was flagged because extreme statistical deviation (robust z-score 4.43); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
357,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,163058785.37,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,163058785.37,False,False,False,False,False,True,85.0,True,MP_RECORD,True,163058785.37,True,18.9096,86.71586715867159,0.0,0,0.0,38.560143509702506,False,100.0,0,17.35,LOW,Data-quality validation requires review,False,LOW,6.0,0.6175,86.7159,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹163,058,785.37 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
144,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153060922.82,True,18.8463,79.52029520295203,0.0,0,0.0,38.52911729586228,False,100.0,0,17.34,LOW,Data-quality validation requires review,False,LOW,6.0,-0.0019,79.5203,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹153,060,922.82 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
233,Chhattisgarh,KAMLESH JANGDE,JANJGIR CHAMPA(SC),150384382.11,Chhattisgarh,KAMLESH JANGDE,JANJGIR CHAMPA(SC),150384382.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,150384382.11,True,18.8287,76.93726937269373,0.0,0,0.0,38.5028165468496,False,90.0,0,17.33,LOW,No strong anomaly signal detected,False,LOW,3.5565,-0.1745,76.9373,150186650.9,True,HIGH,VERY_HIGH_DEVIATION,"Allocation of ₹150,384,382.11 was flagged because very high statistical deviation (robust z-score 3.56); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
170,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151861648.41,True,18.8385,78.78228782287823,0.0,0,0.0,38.43195358644056,False,100.0,0,17.29,LOW,Data-quality validation requires review,False,LOW,5.0839,-0.0789,78.7823,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹151,861,648.41 was flagged because extreme statistical deviation (robust z-score 5.08); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
316,Rajasthan,Om Birla,KOTA,163906956.6,Rajasthan,Om Birla,KOTA,163906956.6,False,False,False,False,False,True,85.0,True,MP_RECORD,True,163906956.6,True,18.9148,87.26937269372694,0.0,0,0.0,38.37652892215626,False,100.0,0,17.27,LOW,Data-quality validation requires review,False,LOW,6.0,0.6683,87.2694,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹163,906,956.60 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
167,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,163895872.11,True,18.9147,87.08487084870849,0.0,0,0.0,38.353346413488254,False,100.0,0,17.26,LOW,Data-quality validation requires review,False,LOW,6.0,0.6676,87.0849,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹163,895,872.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
85,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),164672734.11,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),164672734.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,164672734.11,True,18.9195,87.63837638376384,0.0,0,0.0,38.21901382340007,False,100.0,0,17.2,LOW,Data-quality validation requires review,False,LOW,6.0,0.7139,87.6384,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹164,672,734.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
442,Kerala,Shri Benny Behanan,CHALAKUDY,164674770.11,Kerala,Shri Benny Behanan,CHALAKUDY,164674770.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,164674770.11,True,18.9195,87.82287822878229,0.0,0,0.0,38.21901382340007,False,100.0,0,17.2,LOW,Data-quality validation requires review,False,LOW,6.0,0.714,87.8229,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹164,674,770.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
277,Tamil Nadu,MANI. A.,DHARAMAPURI,164515071.11,Tamil Nadu,MANI. A.,DHARAMAPURI,164515071.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,164515071.11,True,18.9185,87.4538745387454,0.0,0,0.0,38.18928444089443,False,100.0,0,17.19,LOW,Data-quality validation requires review,False,LOW,6.0,0.7045,87.4539,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹164,515,071.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
521,Tamil Nadu,V S Matheswaran,NAMAKKAL,162539930.11,Tamil Nadu,V S Matheswaran,NAMAKKAL,162539930.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,162539930.11,True,18.9064,86.34686346863468,0.0,0,0.0,38.07162516716164,False,100.0,0,17.13,LOW,Data-quality validation requires review,False,LOW,6.0,0.5863,86.3469,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹162,539,930.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
79,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151455276.04,True,18.8358,78.04428044280442,0.0,0,0.0,37.97328986407257,False,100.0,0,17.09,LOW,Data-quality validation requires review,False,LOW,4.6652,-0.1051,78.0443,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹151,455,276.04 was flagged because extreme statistical deviation (robust z-score 4.67); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
457,Uttar Pradesh,Shri Narendra Modi,VARANASI,162070276.11,Uttar Pradesh,Shri Narendra Modi,VARANASI,162070276.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,162070276.11,True,18.9035,85.79335793357934,0.0,0,0.0,37.96496145652958,False,100.0,0,17.08,LOW,Data-quality validation requires review,False,LOW,6.0,0.558,85.7934,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹162,070,276.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
376,Uttar Pradesh,Ram Shiromani,SHRAWASTI,151746878.11,Uttar Pradesh,Ram Shiromani,SHRAWASTI,151746878.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151746878.11,True,18.8377,78.59778597785979,0.0,0,0.0,37.92633130439819,False,100.0,0,17.07,LOW,Data-quality validation requires review,False,LOW,4.9657,-0.0863,78.5978,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹151,746,878.11 was flagged because extreme statistical deviation (robust z-score 4.97); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
464,Madhya Pradesh,Shri Sudheer Gupta,MANDSOUR,148988014.83,Madhya Pradesh,Shri Sudheer Gupta,MANDSOUR,148988014.83,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148988014.83,True,18.8194,76.19926199261992,0.0,0,0.0,37.88081615729701,False,60.0,0,17.05,LOW,No strong anomaly signal detected,False,LOW,2.0989,-0.2659,76.1993,150186650.9,False,MEDIUM,HIGH_DEVIATION,"Allocation of ₹148,988,014.83 was flagged because high statistical deviation (robust z-score 2.10). This is an anomaly candidate requiring verification and does not by itself indicate fraud."
341,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,151559884.09,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,151559884.09,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151559884.09,True,18.8365,78.22878228782287,0.0,0,0.0,37.86397966232354,False,100.0,0,17.04,LOW,Data-quality validation requires review,False,LOW,4.7731,-0.0983,78.2288,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹151,559,884.09 was flagged because extreme statistical deviation (robust z-score 4.77); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
292,Ladakh,Mohamed Haneefa,LADAKH,161114542,Ladakh,Mohamed Haneefa,LADAKH,161114542.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,161114542.0,True,18.8976,85.60885608856088,0.0,0,0.0,37.86419637924631,False,100.0,0,17.04,LOW,Data-quality validation requires review,False,LOW,6.0,0.5001,85.6089,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹161,114,542.00 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
169,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,162315106.11,True,18.9051,86.16236162361623,0.0,0,0.0,37.7580091316421,False,100.0,0,16.99,LOW,Data-quality validation requires review,False,LOW,6.0,0.5727,86.1624,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹162,315,106.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
448,Kerala,Shri Hibi Eden,ERNAKULAM,162177260.11,Kerala,Shri Hibi Eden,ERNAKULAM,162177260.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,162177260.11,True,18.9042,85.97785977859779,0.0,0,0.0,37.765685979841415,False,100.0,0,16.99,LOW,Data-quality validation requires review,False,LOW,6.0,0.5644,85.9779,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹162,177,260.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
164,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,False,False,False,False,False,True,85.0,True,MP_RECORD,True,151569502.91,True,18.8366,78.41328413284133,0.0,0,0.0,37.5511748968719,False,100.0,0,16.9,LOW,Data-quality validation requires review,False,LOW,4.783,-0.0977,78.4133,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹151,569,502.91 was flagged because extreme statistical deviation (robust z-score 4.78); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
453,Tamil Nadu,Shri Karti P Chidambaram,SIVAGANGA,159049284.11,Tamil Nadu,Shri Karti P Chidambaram,SIVAGANGA,159049284.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159049284.11,True,18.8847,83.02583025830258,0.0,0,0.0,37.285744856870416,False,100.0,0,16.78,LOW,Data-quality validation requires review,False,LOW,6.0,0.3738,83.0258,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹159,049,284.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
528,Uttar Pradesh,Vijay Kumar Dubey,KUSHI NAGAR,148900000,Uttar Pradesh,Vijay Kumar Dubey,KUSHI NAGAR,148900000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148900000.0,True,18.8188,76.01476014760148,0.0,0,0.0,37.18435309185663,False,60.0,0,16.73,LOW,No strong anomaly signal detected,False,LOW,2.0066,-0.2716,76.0148,150186650.9,False,MEDIUM,HIGH_DEVIATION,"Allocation of ₹148,900,000.00 was flagged because high statistical deviation (robust z-score 2.01). This is an anomaly candidate requiring verification and does not by itself indicate fraud."
202,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160643957.11,True,18.8947,85.42435424354244,0.0,0,0.0,36.823983481747305,False,100.0,0,16.57,LOW,Data-quality validation requires review,False,LOW,6.0,0.4714,85.4244,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹160,643,957.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
270,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,148816284.11,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,148816284.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148816284.11,True,18.8182,75.83025830258303,0.0,0,0.0,36.34616197012832,False,40.0,0,16.36,LOW,No strong anomaly signal detected,False,LOW,1.9187,-0.2771,75.8303,150186650.9,False,WATCH,MODERATE_DEVIATION,"Allocation of ₹148,816,284.11 was flagged because moderate statistical deviation (robust z-score 1.92). This is an anomaly candidate requiring verification and does not by itself indicate fraud."
62,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,160491894.11,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,160491894.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160491894.11,True,18.8938,85.23985239852398,0.0,0,0.0,36.18966995834883,False,100.0,0,16.29,LOW,Data-quality validation requires review,False,LOW,6.0,0.4622,85.2399,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹160,491,894.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
114,Tamil Nadu,CN Annadurai,TIRUVANNAMALAI,148579509.11,Tamil Nadu,CN Annadurai,TIRUVANNAMALAI,148579509.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148579509.11,True,18.8166,75.46125461254613,0.0,0,0.0,35.90784940205056,False,40.0,0,16.16,LOW,No strong anomaly signal detected,False,LOW,1.6699,-0.2927,75.4613,150186650.9,False,WATCH,MODERATE_DEVIATION,"Allocation of ₹148,579,509.11 was flagged because moderate statistical deviation (robust z-score 1.67). This is an anomaly candidate requiring verification and does not by itself indicate fraud."
135,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160434965.11,True,18.8934,85.05535055350553,0.0,0,0.0,35.85439695720184,False,100.0,0,16.13,LOW,Data-quality validation requires review,False,LOW,6.0,0.4587,85.0554,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹160,434,965.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
524,Telangana,VAMSI KRISHNA GADDAM,PEDDAPALLE,148451721.11,Telangana,VAMSI KRISHNA GADDAM,PEDDAPALLE,148451721.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148451721.11,True,18.8158,75.27675276752768,0.0,0,0.0,35.577734229678306,False,40.0,0,16.01,LOW,No strong anomaly signal detected,False,LOW,1.5355,-0.3012,75.2768,150186650.9,False,WATCH,MODERATE_DEVIATION,"Allocation of ₹148,451,721.11 was flagged because moderate statistical deviation (robust z-score 1.54). This is an anomaly candidate requiring verification and does not by itself indicate fraud."
142,Bihar,Dr Mohammad Jawed,KISHANGANJ,148669229.11,Bihar,Dr Mohammad Jawed,KISHANGANJ,148669229.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148669229.11,True,18.8172,75.64575645756457,0.0,0,0.0,35.56575532605681,False,40.0,0,16.0,LOW,No strong anomaly signal detected,False,LOW,1.7642,-0.2868,75.6458,150186650.9,False,WATCH,MODERATE_DEVIATION,"Allocation of ₹148,669,229.11 was flagged because moderate statistical deviation (robust z-score 1.76). This is an anomaly candidate requiring verification and does not by itself indicate fraud."
320,Assam,PARIMAL SUKLABAIDYA,SILCHAR,148300157.11,Assam,PARIMAL SUKLABAIDYA,SILCHAR,148300157.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148300157.11,True,18.8147,75.09225092250922,0.0,0,0.0,35.25525275970791,False,20.0,0,15.86,LOW,No strong anomaly signal detected,False,LOW,1.3759,-0.3111,75.0923,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
509,Uttar Pradesh,TANUJ PUNIA,BARABANKI(SC),148198170.11,Uttar Pradesh,TANUJ PUNIA,BARABANKI(SC),148198170.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148198170.11,True,18.8141,74.90774907749078,0.0,0,0.0,34.68002112839355,False,20.0,0,15.61,LOW,No strong anomaly signal detected,False,LOW,1.2684,-0.3179,74.9077,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
115,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160196941.11,True,18.8919,84.87084870848709,0.0,0,0.0,34.69610126729219,False,100.0,0,15.61,LOW,Data-quality validation requires review,False,LOW,6.0,0.4442,84.8708,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹160,196,941.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
155,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159680283.39,True,18.8887,83.21033210332104,0.0,0,0.0,34.342198868953325,False,100.0,0,15.45,LOW,Data-quality validation requires review,False,LOW,6.0,0.4125,83.2103,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹159,680,283.39 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
475,Maharashtra,SMITA UDAY WAGH,JALGAON,148107373.11,Maharashtra,SMITA UDAY WAGH,JALGAON,148107373.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,148107373.11,True,18.8134,74.72324723247232,0.0,0,0.0,33.96534636320408,False,20.0,0,15.28,LOW,No strong anomaly signal detected,False,LOW,1.1726,-0.3239,74.7232,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
354,Chhattisgarh,RADHE SHYAM RATHIYA,RAIGARH(ST),159706972.09,Chhattisgarh,RADHE SHYAM RATHIYA,RAIGARH(ST),159706972.09,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159706972.09,True,18.8889,83.39483394833948,0.0,0,0.0,33.81888637605053,False,100.0,0,15.22,LOW,Data-quality validation requires review,False,LOW,6.0,0.4142,83.3948,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹159,706,972.09 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
378,Uttar Pradesh,RAMASHANKAR RAJBHAR,SALEMPUR,160056927.07,Uttar Pradesh,RAMASHANKAR RAJBHAR,SALEMPUR,160056927.07,False,False,False,False,False,True,85.0,True,MP_RECORD,True,160056927.07,True,18.891,84.68634686346863,0.0,0,0.0,33.5901510614853,False,100.0,0,15.12,LOW,Data-quality validation requires review,False,LOW,6.0,0.4356,84.6863,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹160,056,927.07 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
318,Karnataka,P C Mohan,BANGALORE CENTRAL,159995711.11,Karnataka,P C Mohan,BANGALORE CENTRAL,159995711.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159995711.11,True,18.8907,84.31734317343174,0.0,0,0.0,33.11969035933196,False,100.0,0,14.9,LOW,Data-quality validation requires review,False,LOW,6.0,0.4319,84.3173,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹159,995,711.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
76,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,159998515.11,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,159998515.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159998515.11,True,18.8907,84.50184501845018,0.0,0,0.0,33.115127926540985,False,100.0,0,14.9,LOW,Data-quality validation requires review,False,LOW,6.0,0.432,84.5018,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹159,998,515.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
479,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,159775982.39,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,159775982.39,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159775982.39,True,18.8893,83.76383763837639,0.0,0,0.0,33.07854856843069,False,100.0,0,14.89,LOW,Data-quality validation requires review,False,LOW,6.0,0.4184,83.7638,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹159,775,982.39 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
138,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,GUNTUR,159774113.11,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,GUNTUR,159774113.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159774113.11,True,18.8893,83.57933579335793,0.0,0,0.0,33.07854856843069,False,100.0,0,14.89,LOW,Data-quality validation requires review,False,LOW,6.0,0.4183,83.5793,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹159,774,113.11 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
296,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159865046.0,True,18.8898,84.13284132841329,0.0,0,0.0,32.90737744735056,False,100.0,0,14.81,LOW,Data-quality validation requires review,False,LOW,6.0,0.4239,84.1328,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹159,865,046.00 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
473,Andhra Pradesh,Sivanath Kesineni,VIJAYAWADA,159864032.49,Andhra Pradesh,Sivanath Kesineni,VIJAYAWADA,159864032.49,False,False,False,False,False,True,85.0,True,MP_RECORD,True,159864032.49,True,18.8898,83.94833948339483,0.0,0,0.0,32.90737744735056,False,100.0,0,14.81,LOW,Data-quality validation requires review,False,LOW,6.0,0.4238,83.9483,150186650.9,True,HIGH,EXTREME_DEVIATION,"Allocation of ₹159,864,032.49 was flagged because extreme statistical deviation (robust z-score 6.00); allocation exceeds the IQR upper fence. This is an anomaly candidate requiring verification and does not by itself indicate fraud."
542,Delhi,Yogendra Chandoliya,NORTH WEST DELHI(SC),147876307,Delhi,Yogendra Chandoliya,NORTH WEST DELHI(SC),147876307.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147876307.0,True,18.8119,74.53874538745387,0.0,0,0.0,32.24226923177182,False,0.0,0,14.51,LOW,No strong anomaly signal detected,False,LOW,0.9287,-0.3392,74.5387,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
10,Maharashtra,ADV GOWAAL KAGADA PADAVI,NANDURBAR(ST),147816309.11,Maharashtra,ADV GOWAAL KAGADA PADAVI,NANDURBAR(ST),147816309.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147816309.11,True,18.8115,74.35424354243543,0.0,0,0.0,31.953974696180737,False,0.0,0,14.38,LOW,No strong anomaly signal detected,False,LOW,0.8653,-0.3431,74.3542,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
303,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147563957.11,True,18.8098,74.16974169741697,0.0,0,0.0,28.7102039975853,False,0.0,0,12.92,LOW,No strong anomaly signal detected,False,LOW,0.5983,-0.3599,74.1697,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
383,Delhi,Ramvir Singh Bidhuri,SOUTH DELHI,147559100,Delhi,Ramvir Singh Bidhuri,SOUTH DELHI,147559100.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147559100.0,True,18.8097,73.98523985239852,0.0,0,0.0,28.38749950265237,False,0.0,0,12.77,LOW,No strong anomaly signal detected,False,LOW,0.5931,-0.3602,73.9852,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
